ACCNUM,ObjectId,INVTYPE,INVAGE,INJURY,VEHTYPE,MANOEUVER,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOUR,TIME,VISIBILITY,LIGHT,collision_lat,collision_long
1188927,6218,Driver,70 to 74,None,"Automobile, Station Wagon",Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,20,2000,Clear,Dusk,-79.314,43.6853
1188927,6219,Cyclist,20 to 24,Major,Bicycle,Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,20,2000,Clear,Dusk,-79.314,43.6853
1190214,6229,Driver,35 to 39,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,1,0,0,0,20,2035,Rain,Dusk,-79.2862,43.8037
1190214,6040,Driver,20 to 24,None,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,0,0,1,0,0,0,20,2035,Rain,Dusk,-79.2862,43.8037
1190299,6770,Driver,30 to 34,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1008,Clear,Daylight,-79.3732,43.7891
1190299,6771,Pedestrian,70 to 74,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1008,Clear,Daylight,-79.3732,43.7891
1191582,6437,Driver,30 to 34,None,"Automobile, Station Wagon",Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,23,2309,Clear,Dark,-79.4589,43.6379
1191582,6438,Driver,60 to 64,None,"Automobile, Station Wagon",Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,23,2309,Clear,Dark,-79.4589,43.6379
1191582,6439,Cyclist,25 to 29,Fatal,Bicycle,Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,23,2309,Clear,Dark,-79.4589,43.6379
1192618,6711,Driver,25 to 29,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1810,Clear,Daylight,-79.5623,43.7477
1192618,6712,Pedestrian,35 to 39,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1810,Clear,Daylight,-79.5623,43.7477
1192618,6710,Pedestrian,0 to 4,Minor,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1810,Clear,Daylight,-79.5623,43.7477
1193990,6498,Driver,75 to 79,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1123,Clear,Daylight,-79.3522,43.793
1193990,6499,Pedestrian,80 to 84,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,11,1123,Clear,Daylight,-79.3522,43.793
1194056,6500,Driver,unknown,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,24,2350,Clear,Dark,-79.2678,43.6897
1194056,6501,Pedestrian,50 to 54,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,24,2350,Clear,Dark,-79.2678,43.6897
1194692,6245,Truck Driver,35 to 39,None,Truck - Open,Stopped,0,0,1,0,1,0,0,0,0,1,0,0,0,22,2224,Rain,Dark,-79.4451,43.6633
1130772,5685,Pedestrian,55 to 59,Major,Other,NULL,1,0,1,0,0,0,0,0,1,1,0,0,0,20,2047,Clear,Dark,-79.2967,43.6892
1131172,5947,Driver,50 to 54,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1301,Clear,Daylight,-79.4262,43.7966
1131172,5948,Pedestrian,80 to 84,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1301,Clear,Daylight,-79.4262,43.7966
1131365,5961,Pedestrian,25 to 29,Major,Other,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,3,306,Clear,Dark,-79.3772,43.6506
1132051,5790,Driver,unknown,None,"Automobile, Station Wagon",Parked,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1010,Clear,Daylight,-79.378,43.6587
1132051,5791,Cyclist,20 to 24,Major,Bicycle,Slowing or Stopping,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1010,Clear,Daylight,-79.378,43.6587
1132126,5977,Driver,25 to 29,None,Municipal Transit Bus (TTC),Going Ahead,1,0,0,0,0,1,0,0,0,0,0,0,0,20,2023,Clear,Dark,-79.5867,43.7407
1132126,5978,Pedestrian,40 to 44,Major,Other,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,20,2023,Clear,Dark,-79.5867,43.7407
1132426,5775,Passenger,40 to 44,Minimal,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,12,1220,Clear,Daylight,-79.5636,43.6353
1132426,5776,Driver,40 to 44,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,12,1220,Clear,Daylight,-79.5636,43.6353
1132426,5774,Driver,40 to 44,None,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,1,0,1,0,0,0,12,1220,Clear,Daylight,-79.5636,43.6353
1132676,5982,Driver,45 to 49,Minor,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,7,715,Rain,Dark,-79.2242,43.8169
1132676,5983,Pedestrian,60 to 64,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,7,715,Rain,Dark,-79.2242,43.8169
1132987,5819,Driver,25 to 29,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,0,0,0,0,15,1527,Clear,Daylight,-79.2319,43.7772
1132987,5820,Pedestrian,55 to 59,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,15,1527,Clear,Daylight,-79.2319,43.7772
1133419,5833,Driver,45 to 49,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1018,Rain,Dusk,-79.2803,43.8298
1133419,5834,Pedestrian,60 to 64,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1018,Rain,Dusk,-79.2803,43.8298
1133805,5844,Driver,20 to 24,None,Municipal Transit Bus (TTC),Pulling Away from Shoulder or Curb,1,0,0,0,0,1,0,0,0,0,0,0,0,7,701,Clear,Daylight,-79.463,43.6737
1133805,5846,Pedestrian,65 to 69,Major,Other,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,7,701,Clear,Daylight,-79.463,43.6737
1137499,5990,Driver,45 to 49,Minor,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5991,Passenger,15 to 19,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5992,Passenger,25 to 29,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5993,Driver,25 to 29,Major,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5994,Passenger,15 to 19,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5995,Passenger,40 to 44,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5997,Driver,55 to 59,Minor,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1137499,5998,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,1,116,Clear,Dark,-79.4441,43.6806
1139528,5850,Motorcycle Driver,25 to 29,Major,Motorcycle,Going Ahead,0,0,0,1,0,0,0,0,1,1,0,0,0,18,1810,Clear,Dark,-79.3864,43.6395
1140607,5608,Moped Driver,35 to 39,Major,Moped,Overtaking,0,1,1,0,0,0,0,0,0,1,0,0,0,10,1033,Clear,Daylight,-79.3873,43.6622
1140607,5609,Driver,55 to 59,None,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb,0,1,1,0,0,0,0,0,0,1,0,0,0,10,1033,Clear,Daylight,-79.3873,43.6622
1140739,5621,Pedestrian,35 to 39,Major,Other,NULL,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1255,Clear,Daylight,-79.3886,43.6504
1140739,5622,Cyclist,25 to 29,Minimal,Bicycle,Going Ahead,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1255,Clear,Daylight,-79.3886,43.6504
1141450,5636,Passenger,55 to 59,Major,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,17,1707,Clear,Dark,-79.3053,43.773
1141450,5637,Passenger,60 to 64,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,17,1707,Clear,Dark,-79.3053,43.773
1141450,5638,Passenger,60 to 64,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,17,1707,Clear,Dark,-79.3053,43.773
1141450,5639,Driver,60 to 64,None,Other,Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,17,1707,Clear,Dark,-79.3053,43.773
1141450,5640,Driver,20 to 24,None,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,1,0,0,0,0,0,17,1707,Clear,Dark,-79.3053,43.773
1141818,5901,Cyclist,65 to 69,Major,Bicycle,Going Ahead,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1125,Clear,Daylight,-79.5461,43.6038
1142168,5909,Driver,25 to 29,Fatal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,1,122,Clear,Dark,-79.4579,43.7322
1142168,5910,Other,unknown,None,Other,Parked,0,0,1,0,0,0,0,0,0,0,0,0,0,1,122,Clear,Dark,-79.4579,43.7322
1144058,4904,Driver,40 to 44,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,1,0,0,0,8,820,Clear,Daylight,-79.5319,43.6905
1144058,4905,Other,unknown,None,Other,Parked,0,0,1,0,0,0,0,0,0,1,0,0,0,8,820,Clear,Daylight,-79.5319,43.6905
1144508,5034,Cyclist,75 to 79,Major,Bicycle,Stopped,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1700,Clear,Daylight,-79.3393,43.6858
1144951,5870,Driver,55 to 59,Major,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,0,0,1,0,0,0,8,750,Clear,Daylight,-79.594,43.6597
1144951,5872,Driver,15 to 19,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,1,0,0,0,8,750,Clear,Daylight,-79.594,43.6597
1146005,5060,Driver,55 to 59,Major,"Automobile, Station Wagon",Turning Right,0,0,1,0,0,0,0,0,0,0,0,0,1,20,2044,Clear,Dark,-79.3832,43.6903
1146005,5061,Driver,50 to 54,None,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,0,0,0,0,0,1,20,2044,Clear,Dark,-79.3832,43.6903
1146741,5072,Driver,55 to 59,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1012,Clear,Daylight,-79.2967,43.6893
1146741,5073,Pedestrian,80 to 84,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,10,1012,Clear,Daylight,-79.2967,43.6893
1146948,5905,Driver,40 to 44,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,16,1618,Rain,Daylight,-79.3375,43.6687
1146948,5906,Pedestrian,40 to 44,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,16,1618,Rain,Daylight,-79.3375,43.6687
1147341,5093,Passenger,85 to 89,None,Other,NULL,1,0,1,0,0,0,0,1,0,1,1,0,0,12,1240,Clear,Daylight,-79.5631,43.6744
1147341,5094,Driver,80 to 84,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,1,0,1,1,0,0,12,1240,Clear,Daylight,-79.5631,43.6744
1147341,5095,Pedestrian,0 to 4,Minor,Other,NULL,1,0,1,0,0,0,0,1,0,1,1,0,0,12,1240,Clear,Daylight,-79.5631,43.6744
1147341,5096,Pedestrian,30 to 34,Fatal,Other,NULL,1,0,1,0,0,0,0,1,0,1,1,0,0,12,1240,Clear,Daylight,-79.5631,43.6744
1147870,5127,Driver,45 to 49,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,7,655,Clear,Dusk,-79.5828,43.7449
1147870,5128,Pedestrian,75 to 79,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,7,655,Clear,Dusk,-79.5828,43.7449
1148052,5911,Driver,50 to 54,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,7,745,Clear,Daylight,-79.2833,43.797
1148052,5912,Driver,40 to 44,None,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,0,0,0,0,0,0,7,745,Clear,Daylight,-79.2833,43.797
1148377,5135,Driver,45 to 49,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,1,13,1339,Clear,Daylight,-79.2814,43.8047
1148477,5023,Driver,20 to 24,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1845,Rain,Dark,-79.4297,43.7192
1148477,5024,Pedestrian,55 to 59,Minor,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1845,Rain,Dark,-79.4297,43.7192
1148477,5025,Pedestrian,30 to 34,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,18,1845,Rain,Dark,-79.4297,43.7192
1150610,5180,Driver,80 to 84,Major,"Automobile, Station Wagon",Other,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1636,Clear,Dusk,-79.1806,43.7765
1150610,5181,Driver,45 to 49,None,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1636,Clear,Dusk,-79.1806,43.7765
1155029,5200,Passenger,90 to 94,Major,Other,NULL,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1522,Clear,Daylight,-79.4544,43.6705
1155029,5202,Driver,55 to 59,None,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1522,Clear,Daylight,-79.4544,43.6705
1155029,5203,Driver,75 to 79,None,Other,Going Ahead,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1522,Clear,Daylight,-79.4544,43.6705
1155683,5150,Driver,45 to 49,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,8,834,Clear,Daylight,-79.5014,43.7414
1131264,5954,Passenger,20 to 24,Fatal,Other,NULL,0,0,1,0,0,0,0,1,1,1,0,1,0,24,2352,Clear,Dark,-79.5078,43.7592
1131264,5955,Driver,40 to 44,Minor,"Automobile, Station Wagon",Turning Left,0,0,1,0,0,0,0,1,1,1,0,1,0,24,2352,Clear,Dark,-79.5078,43.7592
1131264,5956,Driver,20 to 24,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,1,0,24,2352,Clear,Dark,-79.5078,43.7592
1132127,5969,Other,unknown,None,Other,Parked,1,0,0,0,1,0,0,0,0,0,0,0,0,13,1255,Rain,Daylight,-79.5434,43.7563
1132127,5971,Truck Driver,20 to 24,None,Truck - Open,Slowing or Stopping,1,0,0,0,1,0,0,0,0,0,0,0,0,13,1255,Rain,Daylight,-79.5434,43.7563
1132127,5972,Pedestrian,50 to 54,Fatal,Other,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,13,1255,Rain,Daylight,-79.5434,43.7563
1133034,5825,Driver,60 to 64,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,0,0,0,0,14,1400,Rain,Daylight,-79.3768,43.6723
1133034,5826,Pedestrian,40 to 44,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,14,1400,Rain,Daylight,-79.3768,43.6723
1133302,5794,Driver,25 to 29,None,"Automobile, Station Wagon",Going Ahead,0,0,1,1,0,0,0,1,0,0,0,0,0,21,2115,Clear,Dark,-79.5631,43.6744
1133302,5795,Passenger,25 to 29,Major,Other,NULL,0,0,1,1,0,0,0,1,0,0,0,0,0,21,2115,Clear,Dark,-79.5631,43.6744
1133302,5796,Motorcycle Driver,30 to 34,Major,Motorcycle,Turning Left,0,0,1,1,0,0,0,1,0,0,0,0,0,21,2115,Clear,Dark,-79.5631,43.6744
1133570,5828,Truck Driver,40 to 44,None,Truck - Open,Turning Right,1,0,0,0,1,0,0,0,0,0,0,0,0,16,1626,Rain,Daylight,-79.4909,43.7634
1133570,5829,Other,unknown,None,Other,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,16,1626,Rain,Daylight,-79.4909,43.7634
1133570,5830,Pedestrian,60 to 64,Major,Other,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,16,1626,Rain,Daylight,-79.4909,43.7634
1134906,5939,Moped Driver,35 to 39,Major,"Automobile, Station Wagon",Going Ahead,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1047,Clear,Daylight,-79.3794,43.6688
1134906,5940,Driver,40 to 44,None,"Automobile, Station Wagon",Turning Left,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1047,Clear,Daylight,-79.3794,43.6688
1135676,5958,Driver,45 to 49,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,1,0,0,0,3,250,Clear,Dark,-79.4079,43.6657
1135676,5959,Other,unknown,None,Other,Parked,0,0,1,0,0,0,0,0,0,1,0,0,0,3,250,Clear,Dark,-79.4079,43.6657
1135676,5960,Driver,20 to 24,Major,"Automobile, Station Wagon",Parked,0,0,1,0,0,0,0,0,0,1,0,0,0,3,250,Clear,Dark,-79.4079,43.6657
1136012,5967,Driver,15 to 19,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,19,1850,Clear,Dusk,-79.4378,43.685
1136012,5968,Pedestrian,20 to 24,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,19,1850,Clear,Dusk,-79.4378,43.685
1136780,5643,Driver,30 to 34,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,23,2348,Clear,Dark,-79.1765,43.7825
1137816,5659,Driver,60 to 64,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1232,Rain,Daylight,-79.4876,43.7063
1137816,5660,Pedestrian,10 to 14,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1232,Rain,Daylight,-79.4876,43.7063
1138618,5669,Driver,55 to 59,Minor,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,6,630,Rain,Dark,-79.2769,43.7025
1138618,5670,Pedestrian,45 to 49,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,6,630,Rain,Dark,-79.2769,43.7025
1139418,5692,Pedestrian,70 to 74,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,7,655,Clear,Daylight,-79.2329,43.7795
1139418,5688,Driver,60 to 64,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,7,655,Clear,Daylight,-79.2329,43.7795
1143989,5009,Driver,80 to 84,Fatal,"Automobile, Station Wagon",Changing Lanes,0,0,1,0,0,0,0,0,0,0,0,0,1,9,935,Clear,Daylight,-79.2177,43.7381
1143989,5010,Driver,55 to 59,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,1,9,935,Clear,Daylight,-79.2177,43.7381
1143989,5012,Driver,50 to 54,Minimal,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,1,9,935,Clear,Daylight,-79.2177,43.7381
1144191,5028,Pedestrian,25 to 29,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,1,132,Rain,Dark,-79.2448,43.7436
1144191,5026,Driver,unknown,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,1,132,Rain,Dark,-79.2448,43.7436
1144593,5895,Driver,30 to 34,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,1,0,0,0,15,1545,Clear,Daylight,-79.3851,43.6554
1144593,5896,Pedestrian,55 to 59,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,15,1545,Clear,Daylight,-79.3851,43.6554
1144668,5663,Moped Driver,65 to 69,Major,Moped,Going Ahead,0,1,1,0,0,0,0,0,1,1,0,0,0,17,1740,Clear,Dark,-79.2589,43.7103
1144668,5664,Driver,35 to 39,None,"Automobile, Station Wagon",Going Ahead,0,1,1,0,0,0,0,0,1,1,0,0,0,17,1740,Clear,Dark,-79.2589,43.7103
1146740,5074,Driver,65 to 69,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,1,0,0,0,11,1119,Clear,Daylight,-79.443,43.7071
1146740,5075,Pedestrian,90 to 94,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,11,1119,Clear,Daylight,-79.443,43.7071
1147342,5098,Driver,20 to 24,None,"Automobile, Station Wagon",Going Ahead,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1317,Clear,Daylight,-79.4517,43.6538
1147342,5099,Pedestrian,40 to 44,Minor,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1317,Clear,Daylight,-79.4517,43.6538
1147342,5100,Pedestrian,80 to 84,Fatal,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1317,Clear,Daylight,-79.4517,43.6538
1149839,5037,Driver,35 to 39,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,1,1,0,1,0,3,322,Snow,Dark,-79.1564,43.8116
1149839,5035,Passenger,45 to 49,Major,Other,NULL,0,0,1,0,0,0,0,1,1,1,0,1,0,3,322,Snow,Dark,-79.1564,43.8116
1150084,5051,Driver,30 to 34,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,13,1250,Snow,Daylight,-79.2752,43.8255
1150084,5053,Passenger,70 to 74,Major,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,13,1250,Snow,Daylight,-79.2752,43.8255
1150084,5054,Driver,70 to 74,None,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,13,1250,Snow,Daylight,-79.2752,43.8255
1150084,5055,Passenger,60 to 64,Minimal,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,13,1250,Snow,Daylight,-79.2752,43.8255
1150084,5056,Driver,65 to 69,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,13,1250,Snow,Daylight,-79.2752,43.8255
1150609,5178,Driver,60 to 64,None,"Automobile, Station Wagon",Slowing or Stopping,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1635,Clear,Dusk,-79.1805,43.7766
1150609,5179,Driver,80 to 84,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1635,Clear,Dusk,-79.1805,43.7766
1150809,5182,Driver,unknown,None,"Automobile, Station Wagon",Turning Right,1,0,1,0,0,0,0,0,0,0,0,0,0,16,1629,Clear,Daylight,-79.4148,43.6643
1150809,5183,Pedestrian,65 to 69,Major,Other,NULL,1,0,1,0,0,0,0,0,0,0,0,0,0,16,1629,Clear,Daylight,-79.4148,43.6643
1152788,5208,Driver,70 to 74,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,23,2303,Clear,Dark,-79.4245,43.7584
1152788,5209,Pedestrian,55 to 59,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,23,2303,Clear,Dark,-79.4245,43.7584
1156323,5137,Driver,40 to 44,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,1,1,0,0,0,1,115,Clear,Dark,-79.3915,43.6657
1158031,5554,Driver,80 to 84,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1546,Clear,Daylight,-79.1787,43.77
1158263,5206,Pedestrian,65 to 69,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,13,1305,Clear,Daylight,-79.4188,43.6634
1158263,5205,Driver,40 to 44,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,13,1305,Clear,Daylight,-79.4188,43.6634
1158874,5230,Driver,55 to 59,None,"Automobile, Station Wagon",Stopped,1,0,1,0,0,1,0,0,0,1,0,0,0,0,42,Clear,Dark,-79.3558,43.6646
1158874,5243,Driver,60 to 64,None,Municipal Transit Bus (TTC),Going Ahead,1,0,1,0,0,1,0,0,0,1,0,0,0,0,42,Clear,Dark,-79.3558,43.6646
1158874,5114,Driver,55 to 59,Major,"Automobile, Station Wagon",Stopped,1,0,1,0,0,1,0,0,0,1,0,0,0,0,42,Clear,Dark,-79.3558,43.6646
1158874,5027,Pedestrian,40 to 44,Major,Other,NULL,1,0,1,0,0,1,0,0,0,1,0,0,0,0,42,Clear,Dark,-79.3558,43.6646
1162482,5313,Passenger,15 to 19,Major,Other,Other,0,0,1,0,0,0,0,1,0,1,0,0,0,24,2358,Clear,Dark,-79.332,43.7402
1162482,5314,Driver,50 to 54,Minor,"Automobile, Station Wagon",Slowing or Stopping,0,0,1,0,0,0,0,1,0,1,0,0,0,24,2358,Clear,Dark,-79.332,43.7402
1162482,5315,Driver,40 to 44,Minor,"Automobile, Station Wagon",Changing Lanes,0,0,1,0,0,0,0,1,0,1,0,0,0,24,2358,Clear,Dark,-79.332,43.7402
1162482,5317,Driver,40 to 44,Minor,"Automobile, Station Wagon",Stopped,0,0,1,0,0,0,0,1,0,1,0,0,0,24,2358,Clear,Dark,-79.332,43.7402
1162641,16085,Driver,40 to 44,None,Pick Up Truck,Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1357,Clear,Daylight,-79.4664,43.6699
1162641,16086,Pedestrian,65 to 69,Major,NULL,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,14,1357,Clear,Daylight,-79.4664,43.6699
1180034,6997,Driver,40 to 44,None,Municipal Transit Bus (TTC),Going Ahead,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1011,Clear,Daylight,-79.3985,43.6543
1180385,5392,Passenger,15 to 19,Minimal,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,Rain,Dark,-79.4573,43.6379
1180385,5393,Driver,40 to 44,Major,"Automobile, Station Wagon",Going Ahead,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,Rain,Dark,-79.4573,43.6379
1180385,5394,Passenger,15 to 19,Minor,Other,NULL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45,Rain,Dark,-79.4573,43.6379
1182676,5455,Pedestrian,80 to 84,Major,Other,NULL,1,0,1,0,0,0,0,0,0,1,0,0,0,13,1254,Rain,Daylight,-79.4218,43.659
1182676,5456,Driver,70 to 74,None,"Automobile, Station Wagon",Turning Left,1,0,1,0,0,0,0,0,0,1,0,0,0,13,1254,Rain,Daylight,-79.4218,43.659
