ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,geometry
1371425,2013,00:00.0,840,8,KINGSTON RD,FALAISE RD E,NULL,1,Scarborough,24,43,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.18879, 43.768545)}"
1371397,2013,00:00.0,1230,12,BURROWS HALL BLVD,GOSKIN CRT,NULL,2,Scarborough,23,42,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,D42,132,Malvern (132),"{'type': 'Point', 'coordinates': (-79.22369, 43.795745)}"
1371427,2013,00:00.0,1407,14,390 QUEENS QUAY W,NULL,NULL,3,Toronto and East York,10,52,Mid-Block,NULL,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39069, 43.63794500000001)}"
1371625,2013,00:00.0,846,8,VICTORIA PARK AVE,MORECAMBE GT,NULL,1,North York,NULL,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,117,L'Amoreaux (117),"{'type': 'Point', 'coordinates': (-79.33359, 43.798045)}"
1372188,2013,00:00.0,1117,11,STEELES AVE E,LESLIE ST,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D33,49,Bayview Woods-Steeles (49),"{'type': 'Point', 'coordinates': (-79.372493, 43.808497)}"
1372930,2013,00:00.0,2200,22,DUFFERIN ST,SHANLY ST,NULL,1,Toronto and East York,9,NULL,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,D11,93,Dovercourt-Wallace Emerson-Junction (93),"{'type': 'Point', 'coordinates': (-79.43669, 43.66294500000001)}"
1372923,2013,00:00.0,1300,13,BROWNS Line,WHALEY Dr,NULL,1,Etobicoke York,3,22,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D22,20,Alderwood (20),"{'type': 'Point', 'coordinates': (-79.547351, 43.60657)}"
1372437,2013,00:00.0,1115,11,ST CLAIR AVE W,WELLS HILL AVE,NULL,1,Toronto and East York,12,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,96,Casa Loma (96),"{'type': 'Point', 'coordinates': (-79.41509, 43.683745)}"
1362811,2013,00:00.0,1316,13,MARTIN GROVE RD,409 E MARTIN GROVE RAMP,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.57379, 43.697945)}"
1372963,2013,00:00.0,1532,15,247 DAVENPORT Rd,NULL,NULL,1,Toronto and East York,11,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D53,95,Annex (95),"{'type': 'Point', 'coordinates': (-79.397746, 43.674456)}"
1372876,2013,00:00.0,1535,15,PINEWAY BLVD,BERNICK RD,NULL,4,North York,17,33,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D33,49,Bayview Woods-Steeles (49),"{'type': 'Point', 'coordinates': (-79.37519, 43.798345)}"
1373423,2013,00:00.0,1420,14,LAKE SHORE BLVD W,LOWER SIMCOE ST,NULL,8,Toronto and East York,10,52,Intersection,NULL,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.38319, 43.640345)}"
1373372,2013,00:00.0,1820,18,KEELE St,ROGERS Rd,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D12,110,Keelesdale-Eglinton West (110),"{'type': 'Point', 'coordinates': (-79.471584, 43.682128)}"
1386246,2013,00:00.0,1015,10,1491 LAKE SHORE BLVD W,NULL,NULL,1,Toronto and East York,4,14,Mid-Block,Non Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,85,South Parkdale (85),"{'type': 'Point', 'coordinates': (-79.442912, 43.635951)}"
1328386,2012,00:00.0,1053,10,RUNNYMEDE RD,DUNDAS ST W,NULL,1,Toronto and East York,4,11,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D11,90,Junction Area (90),"{'type': 'Point', 'coordinates': (-79.48209, 43.665545)}"
1338584,2012,00:00.0,1510,15,ELLESMERE RD,MARKHAM RD,NULL,1,Scarborough,24,43,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,D43,137,Woburn (137),"{'type': 'Point', 'coordinates': (-79.233508, 43.776007)}"
1336399,2012,00:00.0,2027,20,OVERLEA BLVD,WILLIAM MORGAN DR,NULL,1,North York,15,53,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,55,Thorncliffe Park (55),"{'type': 'Point', 'coordinates': (-79.34029, 43.708245)}"
1337044,2012,00:00.0,210,2,KEELE ST,MURRAY ROSS PKWY,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,D31,27,York University Heights (27),"{'type': 'Point', 'coordinates': (-79.49203, 43.767302)}"
1328705,2012,00:00.0,237,2,THE QUEENSWAY,PARK LAWN RD,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D22,16,Stonegate-Queensway (16),"{'type': 'Point', 'coordinates': (-79.49169, 43.628745)}"
1379252,2012,00:00.0,315,3,MAITLAND ST,YONGE ST,NULL,2,Toronto and East York,13,51,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,75,Church-Yonge Corridor (75),"{'type': 'Point', 'coordinates': (-79.378688, 43.665026000000005)}"
1337921,2012,00:00.0,1347,13,ELLESMERE RD,MARKHAM RD,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),"{'type': 'Point', 'coordinates': (-79.23179, 43.776445)}"
1337045,2012,00:00.0,1603,16,EGLINTON AVE E,DON VALLEY PARKWAY  N,NULL,1,North York,16,NULL,Intersection,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,D54,44,Flemingdon Park (44),"{'type': 'Point', 'coordinates': (-79.33009, 43.723145)}"
1328809,2012,00:00.0,1745,17,BRIMLEY RD,SHEPPARD AVE E,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,"Fog, Mist, Smoke, Dust","Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D42,128,Agincourt South-Malvern West (128),"{'type': 'Point', 'coordinates': (-79.26829, 43.78754500000001)}"
1336620,2012,00:00.0,650,6,VICTORIA PARK AVE,LAWRENCE AVE E,NULL,1,North York,NULL,NULL,Intersection,At Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D41,119,Wexford/Maryvale (119),"{'type': 'Point', 'coordinates': (-79.30979, 43.742145)}"
1329059,2012,00:00.0,1507,15,ELM RD,FAIRLAWN AVE,NULL,2,North York,8,32,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D32,105,Lawrence Park North (105),"{'type': 'Point', 'coordinates': (-79.41439, 43.728645)}"
1329416,2012,00:00.0,1810,18,SHORNCLIFFE RD,BRAMSHOTT RD,NULL,3,Etobicoke York,3,22,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D22,14,Islington-City Centre West (14),"{'type': 'Point', 'coordinates': (-79.54259, 43.627045)}"
1338034,2012,00:00.0,50,0,DUNDAS ST W,PALMERSTON AVE,NULL,1,Toronto and East York,NULL,14,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D14,81,Trinity-Bellwoods (81),"{'type': 'Point', 'coordinates': (-79.40829, 43.651845)}"
1338446,2012,00:00.0,1819,18,ISLINGTON AVE,DUNDAS ST W,NULL,1,Etobicoke York,2,22,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D22,15,Kingsway South (15),"{'type': 'Point', 'coordinates': (-79.52639, 43.651345)}"
1330477,2012,00:00.0,2025,20,BRIMLEY RD,ST ANDREWS RD,NULL,1,Scarborough,21,NULL,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D43,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.25859, 43.762845)}"
1338518,2012,00:00.0,420,4,730 ROYAL YORK RD,NULL,NULL,3,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D22,16,Stonegate-Queensway (16),"{'type': 'Point', 'coordinates': (-79.50609, 43.634745)}"
1338579,2012,00:00.0,1644,16,YONGE ST,LAKE SHORE BLVD E,NULL,1,Toronto and East York,10,NULL,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,D51,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.375842, 43.644267)}"
1331941,2012,00:00.0,1715,17,UNIVERSITY AVE,ELM ST,NULL,1,Toronto and East York,11,52,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.388957, 43.656336)}"
1338611,2012,00:00.0,1900,19,WOODFIELD RD,FAIRFORD AVE,NULL,2,Toronto and East York,14,55,Intersection,At Intersection,Stop Sign,Freezing Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D55,65,Greenwood-Coxwell (65),"{'type': 'Point', 'coordinates': (-79.32489, 43.674045)}"
1338878,2012,00:00.0,611,6,DON MILLS RD,HAVENBROOK BLVD,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D33,53,Henry Farm (53),"{'type': 'Point', 'coordinates': (-79.34649, 43.769545)}"
1338879,2012,00:00.0,704,7,KING St E,PRINCESS St,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Turning Movement,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.367038, 43.651538)}"
1330905,2012,00:00.0,713,7,KENNEDY RD,MERRIAN RD,NULL,1,Scarborough,20,41,Intersection,NULL,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D41,124,Kennedy Park (124),"{'type': 'Point', 'coordinates': (-79.26589, 43.727445)}"
1338693,2012,00:00.0,723,7,SEWELLS RD,MORNINGSIDE AVE,NULL,3,Scarborough,25,42,Intersection,At Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D42,131,Rouge (131),"{'type': 'Point', 'coordinates': (-79.211139, 43.81626)}"
1339123,2012,00:00.0,535,5,LAKE SHORE BLVD W,YORK ST,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.38089, 43.641445)}"
1339179,2012,00:00.0,611,6,PARLIAMENT ST,KING ST E,NULL,1,Toronto and East York,13,51,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.363239, 43.65272)}"
1339150,2012,00:00.0,1335,13,2800 STEELES AVE W,NULL,NULL,1,Etobicoke York,7,31,Mid-Block,NULL,No Control,"Fog, Mist, Smoke, Dust",Daylight,Dry,Non-Fatal Injury,Approaching,D31,24,Black Creek (24),"{'type': 'Point', 'coordinates': (-79.52919, 43.773845)}"
1339683,2012,00:00.0,1204,12,BAY ST,HAYTER ST,NULL,1,Toronto and East York,11,52,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.38539, 43.659745)}"
1339720,2012,00:00.0,1407,14,KINGSTON RD,WAVERLEY RD,NULL,1,Toronto and East York,19,55,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.30259, 43.677545)}"
1385893,2013,00:00.0,2014,20,SHALLMAR BLVD,BATHURST ST,NULL,1,North York,8,NULL,Intersection,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D53,102,Forest Hill North (102),"{'type': 'Point', 'coordinates': (-79.426135, 43.704264)}"
1387900,2013,00:00.0,1305,13,BIRCHMOUNT Rd,BERTRAND Ave,NULL,1,Scarborough,21,41,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,125,Ionview (125),"{'type': 'Point', 'coordinates': (-79.279865, 43.735228)}"
4001595656,2014,00:00.0,1327,13,QUEEN ST E,ELMER AVE,6 m West of,3,Toronto and East York,19,55,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,63,The Beaches (63),"{'type': 'Point', 'coordinates': (-79.302966, 43.669367)}"
142120007,2014,00:00.0,610,6,HIGHWAY 27  S,BELFIELD RD,NULL,1,Etobicoke York,1,23,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,D23,1,West Humber-Clairville (1),"{'type': 'Point', 'coordinates': (-79.587123, 43.699229)}"
1382346,2013,00:00.0,702,7,RUSHLEY DR,LAWRENCE AVE E,NULL,1,Scarborough,21,41,Intersection,NULL,No Control,Rain,"Dawn, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,D41,127,Bendale (127),"{'type': 'Point', 'coordinates': (-79.258067, 43.752963)}"
1381878,2013,00:00.0,1914,19,5930 FINCH AVE E,NULL,NULL,3,Scarborough,25,42,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,D42,132,Malvern (132),"{'type': 'Point', 'coordinates': (-79.222263, 43.81743900000001)}"
5001203164,2015,00:00.0,2030,20,DANFORTH AVE,AUGUST AVE,NULL,1,Scarborough,20,41,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,121,Oakridge (121),"{'type': 'Point', 'coordinates': (-79.281108, 43.692805)}"
1385964,2013,00:00.0,2025,20,WILSON AVE,NORTHGATE DR,NULL,1,North York,6,32,Intersection,NULL,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D32,26,Downsview-Roding-CFB (26),"{'type': 'Point', 'coordinates': (-79.468089, 43.730326)}"
4001858374,2014,00:00.0,1604,16,EGLINTON AVE E,BRENTCLIFFE RD,NULL,1,North York,15,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D53,55,Thorncliffe Park (55),"{'type': 'Point', 'coordinates': (-79.359813, 43.714595)}"
1386051,2013,00:00.0,811,8,BATHURST ST,COLLEGE ST,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,78,Kensington-Chinatown (78),"{'type': 'Point', 'coordinates': (-79.40768, 43.656409)}"
3002013081,2013,00:00.0,1704,17,COLLEGE ST,EUCLID AV,NULL,1,Toronto and East York,11,14,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,80,Palmerston-Little Italy (80),"{'type': 'Point', 'coordinates': (-79.411381, 43.655708)}"
4002013081,2013,00:00.0,1704,17,COLLEGE ST,EUCLID AV,NULL,1,Toronto and East York,11,14,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D14,80,Palmerston-Little Italy (80),"{'type': 'Point', 'coordinates': (-79.411381, 43.655708)}"
1388126,2013,00:00.0,1032,10,DANFORTH AVE,CHISHOLM AVE,NULL,1,Toronto and East York,19,NULL,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D55,62,East End-Danforth (62),"{'type': 'Point', 'coordinates': (-79.303394, 43.687815)}"
1385904,2013,00:00.0,1200,12,MORNINGSIDE AVE,401 C E MORNINGSIDE AVE S RAMP,NULL,1,Scarborough,NULL,43,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D43,134,Highland Creek (134),"{'type': 'Point', 'coordinates': (-79.196506, 43.794856)}"
1384542,2013,00:00.0,1902,19,DAVENPORT Rd,GREENLAW Ave,NULL,3,Toronto and East York,9,13,Intersection,At Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist Collisions,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.445606, 43.672000000000004)}"
4001580826,2014,00:00.0,2334,23,PARLIAMENT ST,KING ST E,NULL,1,Toronto and East York,13,51,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,D51,73,Moss Park (73),"{'type': 'Point', 'coordinates': (-79.363246, 43.652712)}"
1383802,2013,00:00.0,1130,11,DUNDAS ST W,ROYAL YORK RD,NULL,1,Etobicoke York,NULL,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D22,15,Kingsway South (15),"{'type': 'Point', 'coordinates': (-79.517085, 43.658003)}"
1388364,2013,00:00.0,1525,15,DON MILLS Rd,DON VALLEY PARKWAY  S,NULL,1,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D54,58,Old East York (58),"{'type': 'Point', 'coordinates': (-79.337688, 43.700644)}"
1386819,2013,00:00.0,1125,11,DON MILLS Rd,O CONNOR Dr,NULL,1,Toronto and East York,14,54,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D54,58,Old East York (58),"{'type': 'Point', 'coordinates': (-79.339641, 43.695563)}"
1383954,2013,00:00.0,45,0,DUFFERIN ST,ST CLAIR AVE W,NULL,1,Toronto and East York,9,13,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.44304200000002, 43.67789)}"
4001361731,2014,00:00.0,1528,15,JANE ST,PRITCHARD AVE,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D12,111,Rockcliffe-Smythe (111),"{'type': 'Point', 'coordinates': (-79.492801, 43.669467)}"
1384474,2013,00:00.0,1022,10,CHILTERN HILL RD,EGLINTON AVE W,NULL,1,North York,NULL,13,Intersection,NULL,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D13,106,Humewood-Cedarvale (106),"{'type': 'Point', 'coordinates': (-79.427753, 43.700518)}"
1376061,2013,00:00.0,1634,16,LAKE SHORE BLVD W,DWIGHT AVE,NULL,1,Etobicoke York,3,22,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,D22,17,Mimico (17),"{'type': 'Point', 'coordinates': (-79.497989, 43.602343)}"
1388238,2013,00:00.0,2045,20,DANFORTH AVE,BARRINGTON AVE,NULL,1,Toronto and East York,19,NULL,Intersection,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D55,62,East End-Danforth (62),"{'type': 'Point', 'coordinates': (-79.30054, 43.688437)}"
1388488,2013,00:00.0,500,5,LAKE SHORE BLVD W,BATHURST ST,NULL,1,Toronto and East York,10,14,Intersection,NULL,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,D14,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.39963800000001, 43.63647300000001)}"
1384646,2013,00:00.0,551,5,DUNDAS St E,REGENT St,NULL,1,Toronto and East York,13,51,Mid-Block,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D51,72,Regent Park (72),"{'type': 'Point', 'coordinates': (-79.36409, 43.659845)}"
1388623,2013,00:00.0,2240,22,BAY ST,LAKE SHORE BLVD W,NULL,1,Toronto and East York,10,52,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),"{'type': 'Point', 'coordinates': (-79.37833, 43.644187)}"
1388613,2013,00:00.0,902,9,SANDHURST CRCL,FINCH AVE E,NULL,1,Scarborough,23,42,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,129,Agincourt North (129),"{'type': 'Point', 'coordinates': (-79.262767, 43.808814)}"
1388412,2013,00:00.0,920,9,THE DONWAY  W,LAWRENCE AVE E,NULL,3,North York,16,33,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D33,42,Banbury-Don Mills (42),"{'type': 'Point', 'coordinates': (-79.347087, 43.738459000000006)}"
1388425,2013,00:00.0,1130,11,WARDEN Ave,FINCH Ave E,NULL,1,Scarborough,22,42,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,117,L'Amoreaux (117),"{'type': 'Point', 'coordinates': (-79.315753, 43.796763)}"
1385276,2013,00:00.0,1625,16,18 LONGSPUR RD,NULL,NULL,2,Toronto and East York,19,54,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D54,54,O'Connor-Parkview (54),"{'type': 'Point', 'coordinates': (-79.325069, 43.705802)}"
1388459,2013,00:00.0,1435,14,VINE Ave,JACKSON Pl,NULL,4,Toronto and East York,4,11,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D11,90,Junction Area (90),"{'type': 'Point', 'coordinates': (-79.467273, 43.66659)}"
1388451,2013,00:00.0,2009,20,YONGE St,DAVISVILLE Ave,NULL,1,Toronto and East York,12,53,Mid-Block,NULL,No Control,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Rear End,D53,104,Mount Pleasant West (104),"{'type': 'Point', 'coordinates': (-79.396632, 43.698291)}"
3000935041,2013,00:00.0,900,9,610 UNIVERSITY AVE,NULL,NULL,1,Toronto and East York,11,52,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),"{'type': 'Point', 'coordinates': (-79.389766, 43.658202)}"
1385686,2013,00:00.0,926,9,STEELES AVE E,STRAWBERRY HILLS DR,NULL,1,Scarborough,23,42,Intersection,NULL,NULL,Other,Daylight,Other,Non-Fatal Injury,Other,D42,130,Milliken (130),"{'type': 'Point', 'coordinates': (-79.280391, 43.829833)}"
130927832,2013,00:00.0,1141,11,HARBORD ST,SPADINA AVE,NULL,1,Toronto and East York,11,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D52,79,University (79),"{'type': 'Point', 'coordinates': (-79.402095, 43.663043)}"
977199,2013,00:00.0,1440,14,64 ST CLAIR AVE W,NULL,NULL,1,Toronto and East York,12,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D53,97,Yonge-St.Clair (97),"{'type': 'Point', 'coordinates': (-79.396922, 43.68751)}"
3013932599,2013,00:00.0,725,7,LAWRENCE AVE E,BENNETT RD,NULL,3,Scarborough,25,43,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D43,136,West Hill (136),"{'type': 'Point', 'coordinates': (-79.166332, 43.772868)}"
142657110,2014,00:00.0,2214,22,ST CLAIR AVE W,LANSDOWNE AVE,NULL,1,Toronto and East York,9,13,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,D13,92,Corso Italia-Davenport (92),"{'type': 'Point', 'coordinates': (-79.45193, 43.675994)}"
