ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,collision_lat,collision_long,red_light_lat,red_light_long,right_light_camera,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ACTIVATION_DATE
1321399,2012,00:00.0,103,1,DAVENPORT RD,MOUNT ROYAL AVE,NULL,3,Toronto and East York,9,13,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,94,Wychwood (94),-79.4325,43.6745,NULL,NULL,N,NULL,NULL,NULL
1325529,2012,00:00.0,844,8,GERRARD ST E,YONGE ST,NULL,1,Toronto and East York,NULL,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D51,75,Church-Yonge Corridor (75),-79.382,43.659,NULL,NULL,N,NULL,NULL,NULL
1327567,2012,00:00.0,1010,10,F G GARDINER XY  W,ISLINGTON AVE,NULL,NULL,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,D22,17,Mimico (17),-79.5115,43.6207,NULL,NULL,N,NULL,NULL,NULL
1296063,2012,00:00.0,1520,15,COMSTOCK Rd,WARDEN Ave,NULL,1,Scarborough,20,41,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D41,120,Clairlea-Birchmount (120),-79.2849,43.7215,-79.2849,43.7215,Y,Warden Ave,Comstock Rd,2017-03-10
1320584,2012,00:00.0,145,1,EGLINTON AVE W,HENNING AVE,NULL,1,North York,NULL,53,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,100,Yonge-Eglinton (100),-79.4006,43.7062,NULL,NULL,N,NULL,NULL,NULL
1308359,2012,00:00.0,1050,10,UNIVERSITY Aven,QUEEN Stre W,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D52,76,Bay Street Corridor (76),-79.3865,43.6508,NULL,NULL,N,NULL,NULL,NULL
1305695,2012,00:00.0,930,9,PARLIAMENT ST,QUEEN ST E,NULL,3,Toronto and East York,13,51,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,D51,72,Regent Park (72),-79.3647,43.6564,NULL,NULL,N,NULL,NULL,NULL
1311577,2012,00:00.0,824,8,YONGE ST,GROSVENOR ST,NULL,1,Toronto and East York,13,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D51,75,Church-Yonge Corridor (75),-79.3837,43.663,NULL,NULL,N,NULL,NULL,NULL
1307651,2012,00:00.0,1912,19,KEELE ST,CANON JACKSON DR,NULL,1,Etobicoke York,5,12,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D12,112,Beechborough-Greenbrook (112),-79.4752,43.6966,NULL,NULL,N,NULL,NULL,NULL
1263764,2011,00:00.0,1111,11,DON VALLEY PARKWAY  S,BAYVIEW BLOOR DVP RAMP,NULL,NULL,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,SMV Other,D54,57,Broadview North (57),-79.3623,43.6823,NULL,NULL,N,NULL,NULL,NULL
1317267,2012,00:00.0,1900,19,BLACK CREEK DR,TRETHEWEY DR,NULL,1,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D12,30,Brookhaven-Amesbury (30),-79.4866,43.6955,NULL,NULL,N,NULL,NULL,NULL
1301166,2012,00:00.0,1745,17,ADELAIDE St W,SPADINA Ave,NULL,1,Toronto and East York,10,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,77,Waterfront Communities-The Island (77),-79.3955,43.6467,NULL,NULL,N,NULL,NULL,NULL
1301352,2012,00:00.0,1200,12,LOGAN AVE,GOWAN AVE,NULL,4,Toronto and East York,14,54,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,57,Broadview North (57),-79.3528,43.6875,NULL,NULL,N,NULL,NULL,NULL
1265525,2011,00:00.0,2145,21,BATHURST ST,BARTON AVE,NULL,1,Toronto and East York,11,14,Intersection,NULL,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D14,95,Annex (95),-79.4123,43.6681,NULL,NULL,N,NULL,NULL,NULL
1294902,2012,00:00.0,1141,11,FINCH AVE W,DRIFTWOOD AVE,NULL,1,Etobicoke York,7,31,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D31,22,Humbermede (22),-79.5544,43.7494,NULL,NULL,N,NULL,NULL,NULL
1295331,2012,00:00.0,1330,13,OLD MILL TRL,BLOOR ST W,NULL,1,Etobicoke York,3,22,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,15,Kingsway South (15),-79.4953,43.6496,NULL,NULL,N,NULL,NULL,NULL
1288494,2012,00:00.0,125,1,QUEEN ST W,JOHN ST,NULL,1,Toronto and East York,10,52,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),-79.391,43.6498,NULL,NULL,N,NULL,NULL,NULL
1326911,2012,00:00.0,2140,21,YONGE St,CRESCENT Rd,NULL,1,Toronto and East York,11,53,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D53,98,Rosedale-Moore Park (98),-79.3894,43.6769,NULL,NULL,N,NULL,NULL,NULL
1297568,2012,00:00.0,1435,14,YONGE ST,NORTHTOWN WAY,NULL,1,North York,18,32,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D32,51,Willowdale East (51),-79.4143,43.7752,NULL,NULL,N,NULL,NULL,NULL
1295424,2012,00:00.0,1700,17,97 PROGRESS Ave,NULL,NULL,3,Scarborough,21,41,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D41,126,Dorset Park (126),-79.2756,43.7719,NULL,NULL,N,NULL,NULL,NULL
1327537,2012,00:00.0,1915,19,BLEECKER ST,EARL ST,NULL,4,Toronto and East York,13,51,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D51,74,North St.James Town (74),-79.375,43.6704,NULL,NULL,N,NULL,NULL,NULL
1292879,2012,00:00.0,1704,17,MIDDLEFIELD Rd,NASHDENE Rd,NULL,3,Scarborough,23,42,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,130,Milliken (130),-79.2608,43.8171,NULL,NULL,N,NULL,NULL,NULL
1285342,2012,00:00.0,2215,22,JANE ST,NICKLE ST,NULL,1,Etobicoke York,5,12,Intersection,NULL,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,D12,115,Mount Dennis (115),-79.5009,43.6915,NULL,NULL,N,NULL,NULL,NULL
1327859,2012,00:00.0,715,7,ELLESMERE RD,PARKINGTON CRES,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),-79.2462,43.7733,NULL,NULL,N,NULL,NULL,NULL
1321983,2012,00:00.0,1944,19,ROGERS RD,SILVERTHORN AVE,NULL,3,Etobicoke York,NULL,12,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D12,110,Keelesdale-Eglinton West (110),-79.4632,43.6827,NULL,NULL,N,NULL,NULL,NULL
1291846,2012,00:00.0,952,9,DUNDAS Stre W,SHAW Stre,NULL,1,Toronto and East York,NULL,14,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,81,Trinity-Bellwoods (81),-79.4182,43.6498,NULL,NULL,N,NULL,NULL,NULL
1295059,2012,00:00.0,1043,10,LANSDOWNE Aven,WHYTOCK Aven,NULL,3,Toronto and East York,9,11,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D11,83,Dufferin Grove (83),-79.4411,43.6538,NULL,NULL,N,NULL,NULL,NULL
1328243,2012,00:00.0,2108,21,LAKE SHORE Blvd W,BATHURST St,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,D14,77,Waterfront Communities-The Island (77),-79.3996,43.6364,NULL,NULL,N,NULL,NULL,NULL
1328148,2012,00:00.0,955,9,EGLINTON AVE E,SUTHERLAND DR,NULL,1,North York,15,53,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D53,56,Leaside-Bennington (56),-79.3671,43.713,NULL,NULL,N,NULL,NULL,NULL
1298038,2012,00:00.0,1520,15,LAWRENCE AVE E,KARL FRASER  RD,NULL,1,North York,16,33,Intersection,NULL,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,D33,42,Banbury-Don Mills (42),-79.3449,43.7368,NULL,NULL,N,NULL,NULL,NULL
1329462,2012,00:00.0,719,7,CASTLEFIELD AVE,CALEDONIA RD,NULL,3,North York,8,13,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D13,108,Briar Hill-Belgravia (108),-79.4634,43.6984,NULL,NULL,N,NULL,NULL,NULL
1320520,2012,00:00.0,1438,14,1265 WILSON AVE,NULL,NULL,1,North York,6,31,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D31,26,Downsview-Roding-CFB (26),-79.4919,43.7244,NULL,NULL,N,NULL,NULL,NULL
1320459,2012,00:00.0,2225,22,YONGE ST,COLLEGE ST,NULL,1,Toronto and East York,NULL,NULL,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D51,75,Church-Yonge Corridor (75),-79.383,43.6613,NULL,NULL,N,NULL,NULL,NULL
1290282,2012,00:00.0,412,4,EGLINTON AVE W,KIPLING AVE,NULL,1,Etobicoke York,2,NULL,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,D22,10,Princess-Rosethorn (10),-79.5529,43.6766,NULL,NULL,N,NULL,NULL,NULL
1299771,2012,00:00.0,1530,15,YONGE ST,SHAFTESBURY AVE,NULL,1,Toronto and East York,NULL,53,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D53,98,Rosedale-Moore Park (98),-79.3915,43.6819,NULL,NULL,N,NULL,NULL,NULL
1355879,2013,00:00.0,1110,11,MCNICOLL Ave,WHITE HEATHER Blvd,NULL,3,Scarborough,23,42,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D42,130,Milliken (130),-79.2673,43.8189,NULL,NULL,N,NULL,NULL,NULL
1367603,2013,00:00.0,1700,17,2863 ELLESMERE RD,ELLESMERE  RD,NULL,1,Scarborough,24,43,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D43,135,Morningside (135),-79.2069,43.7821,NULL,NULL,N,NULL,NULL,NULL
1363269,2013,00:00.0,50,0,WESTON RD,WALLASEY AVE,NULL,1,Etobicoke York,7,31,Intersection,NULL,No Control,"Fog, Mist, Smoke, Dust",Dark,Wet,Non-Fatal Injury,SMV Other,D31,23,Pelmo Park-Humberlea (23),-79.5376,43.7187,NULL,NULL,N,NULL,NULL,NULL
1337714,2013,00:00.0,221,2,BATHURST ST,FRONT ST W,NULL,1,Toronto and East York,10,14,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D14,77,Waterfront Communities-The Island (77),-79.4013,43.6407,NULL,NULL,N,NULL,NULL,NULL
1356930,2013,00:00.0,2240,22,EGLINTON Ave W,OAKWOOD Ave,NULL,1,North York,NULL,13,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D13,108,Briar Hill-Belgravia (108),-79.4421,43.6974,NULL,NULL,N,NULL,NULL,NULL
1366035,2013,00:00.0,1755,17,SCARLETT Rd,FOXWELL St,NULL,3,Etobicoke York,5,12,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,D12,111,Rockcliffe-Smythe (111),-79.5015,43.6693,NULL,NULL,N,NULL,NULL,NULL
1298987,2012,00:00.0,1508,15,F G GARDINER XY  W,LOWER SHERBOURNE ST,NULL,1,Toronto and East York,10,51,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D51,77,Waterfront Communities-The Island (77),-79.3665,43.6465,NULL,NULL,N,NULL,NULL,NULL
1359618,2013,00:00.0,2306,23,SPADINA AVE,GRANGE AVE,NULL,1,Toronto and East York,10,NULL,Intersection,NULL,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,D52,78,Kensington-Chinatown (78),-79.3975,43.6518,NULL,NULL,N,NULL,NULL,NULL
1316023,2012,00:00.0,915,9,ALBION RD,FINCH AVE W,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5892,43.741,NULL,NULL,N,NULL,NULL,NULL
1359371,2013,00:00.0,1120,11,THE QUEENSWAY,ATOMIC AVE,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D22,14,Islington-City Centre West (14),-79.5419,43.6174,NULL,NULL,N,NULL,NULL,NULL
1366215,2013,00:00.0,1800,18,DANFORTH AVE,FENWICK AVE,NULL,1,Toronto and East York,14,NULL,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,67,Playter Estates-Danforth (67),-79.3484,43.6782,NULL,NULL,N,NULL,NULL,NULL
1384025,2013,00:00.0,1005,10,EGLINTON AVE E,BRIMLEY RD,NULL,1,Scarborough,NULL,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D41,138,Eglinton East (138),-79.248,43.7366,NULL,NULL,N,NULL,NULL,NULL
1370071,2013,00:00.0,748,7,KIPLING Ave,THORNCREST RD,NULL,1,Etobicoke York,2,22,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D22,10,Princess-Rosethorn (10),-79.5439,43.6613,NULL,NULL,N,NULL,NULL,NULL
1344724,2013,00:00.0,927,9,ST CLAIR AVE W,HOUNSLOW HEATH RD,NULL,1,Toronto and East York,9,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,D11,91,Weston-Pellam Park (91),-79.4599,43.6741,NULL,NULL,N,NULL,NULL,NULL
1340236,2012,00:00.0,936,9,BLACK CREEK DR,TRETHEWEY DR,NULL,1,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D12,112,Beechborough-Greenbrook (112),-79.4853,43.6935,NULL,NULL,N,NULL,NULL,NULL
1333183,2012,00:00.0,306,3,LAWRENCE AVE W,WESTON RD,NULL,1,Etobicoke York,5,12,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D12,113,Weston (113),-79.5162,43.7001,-79.5162,43.7001,Y,Weston Rd,Lawrence Ave W,2017-10-20
1367433,2013,00:00.0,2104,21,YONGE ST,SHUTER ST,NULL,1,Toronto and East York,13,NULL,Intersection,NULL,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D52,75,Church-Yonge Corridor (75),-79.3799,43.654,NULL,NULL,N,NULL,NULL,NULL
1366837,2013,00:00.0,2005,20,1788 WESTON RD,NULL,NULL,3,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,D12,113,Weston (113),-79.5126,43.6988,NULL,NULL,N,NULL,NULL,NULL
1373473,2013,00:00.0,1725,17,QUEEN ST W,MC CAUL ST,NULL,1,Toronto and East York,10,52,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),-79.3897,43.6501,NULL,NULL,N,NULL,NULL,NULL
1373747,2013,00:00.0,2126,21,1173 DAVENPORT RD,NULL,NULL,3,Toronto and East York,9,13,Intersection,Intersection Related,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D13,94,Wychwood (94),-79.4325,43.6744,NULL,NULL,N,NULL,NULL,NULL
1333337,2012,00:00.0,1915,19,WOODBINE AVE,O CONNOR DR,NULL,1,Toronto and East York,19,54,Intersection,NULL,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D54,60,Woodbine-Lumsden (60),-79.319,43.7001,NULL,NULL,N,NULL,NULL,NULL
1376821,2013,00:00.0,1830,18,REXDALE BLVD,QUEENS PLATE DR,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D23,1,West Humber-Clairville (1),-79.6034,43.7191,NULL,NULL,N,NULL,NULL,NULL
1366140,2013,00:00.0,205,2,DAVENPORT Rd,CHRISTIE St,NULL,3,Toronto and East York,12,13,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D13,94,Wychwood (94),-79.423,43.6755,NULL,NULL,N,NULL,NULL,NULL
1363559,2013,00:00.0,1243,12,FINCH AVE W,OAKDALE RD,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,24,Black Creek (24),-79.5242,43.7559,NULL,NULL,N,NULL,NULL,NULL
1383434,2013,00:00.0,1850,18,ST CLAIR AVE W,LAUGHTON AVE,NULL,1,Toronto and East York,9,NULL,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,91,Weston-Pellam Park (91),-79.4576,43.6747,NULL,NULL,N,NULL,NULL,NULL
1350729,2013,00:00.0,1800,18,631 SHEPPARD Ave W,NULL,NULL,1,North York,6,32,Mid-Block,NULL,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Sideswipe,D32,34,Bathurst Manor (34),-79.4393,43.7553,NULL,NULL,N,NULL,NULL,NULL
1363537,2013,00:00.0,2105,21,98 HAVENDALE RD,NULL,NULL,2,Scarborough,22,42,Mid-Block,NULL,No Control,Clear,Dark,Dry,Fatal,SMV Other,D42,128,Agincourt South-Malvern West (128),-79.2844,43.7927,NULL,NULL,N,NULL,NULL,NULL
1343211,2013,00:00.0,653,6,DANFORTH Ave,SCOTIA Ave,NULL,3,Scarborough,20,41,Intersection,NULL,No Control,Clear,Dark,Wet,Non-Fatal Injury,Turning Movement,D41,121,Oakridge (121),-79.2724,43.6946,NULL,NULL,N,NULL,NULL,NULL
1344093,2013,00:00.0,640,6,YONGE ST,ORCHARD VIEW BLVD,NULL,1,North York,NULL,53,Mid-Block,NULL,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D53,104,Mount Pleasant West (104),-79.3987,43.7086,NULL,NULL,N,NULL,NULL,NULL
9001417397,2019,00:00.0,148,1,FITZGIBBON AVE,LORD ROBERTS DR,85 m South of,4,Scarborough,21,41,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D41,138,Eglinton East (138),-79.2618,43.7405,NULL,NULL,N,NULL,NULL,NULL
8002018661,2018,00:00.0,2222,22,ALBION RD,HUMBERLINE DR,1 m South of,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),-79.6219,43.7468,NULL,NULL,N,NULL,NULL,NULL
9001708503,2019,00:00.0,1617,16,DIXON RD,ISLINGTON AVE,NULL,1,Etobicoke York,NULL,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D23,6,Kingsview Village-The Westway (6),-79.5466,43.6969,NULL,NULL,N,NULL,NULL,NULL
9001332621,2019,00:00.0,1401,14,BARKWOOD CRES,CLIFFWOOD RD,NULL,4,North York,17,33,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D33,48,Hillcrest Village (48),-79.3555,43.8045,NULL,NULL,N,NULL,NULL,NULL
8001843657,2018,00:00.0,1852,18,708 SCARLETT RD,NULL,LEGGETT AVE,1,Etobicoke York,2,23,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,D23,8,Humber Heights-Westmount (8),-79.52,43.6953,NULL,NULL,N,NULL,NULL,NULL
9001602169,2019,00:00.0,1823,18,LAKE SHORE BLVD E,COXWELL AVE,NULL,1,Toronto East York,NULL,55,Intersection,At Intersection,Traffic Controller,Clear,Dusk,Dry,Non-Fatal Injury,Rear End,D55,70,South Riverdale (70),-79.3148,43.6622,NULL,NULL,N,NULL,NULL,NULL
9001618361,2019,00:00.0,20,0,PASSMORE AVE,DYNAMIC DR,14 m East of,2,Scarborough,23,42,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,130,Milliken (130),-79.2534,43.8298,NULL,NULL,N,NULL,NULL,NULL
9001429449,2019,00:00.0,1937,19,GERRARD ST E,CARLAW AVE,NULL,3,Toronto and East York,14,55,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D55,70,South Riverdale (70),-79.3427,43.6676,NULL,NULL,N,NULL,NULL,NULL
9001431003,2019,00:00.0,39,0,GERRARD ST W,LA PLANTE AVE,63 m East of,3,Toronto and East York,NULL,52,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D52,76,Bay Street Corridor (76),-79.3855,43.6582,NULL,NULL,N,NULL,NULL,NULL
8001848907,2018,00:00.0,1630,16,ANTIBES DR,DON LAKE GATE,15 m East of,2,North York,6,32,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D32,35,Westminster-Branson (35),-79.4462,43.7805,NULL,NULL,N,NULL,NULL,NULL
8001849626,2018,00:00.0,1850,18,KINGSTON RD,GALLOWAY RD,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D43,136,West Hill (136),-79.1947,43.7619,NULL,NULL,N,NULL,NULL,NULL
9001264141,2019,00:00.0,612,6,ROCKWELL AVE,OLD WESTON RD,4 m West of,2,Etobicoke York,9,12,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D12,91,Weston-Pellam Park (91),-79.4638,43.6765,NULL,NULL,N,NULL,NULL,NULL
9001478077,2019,00:00.0,1648,16,STEELES AVE E,BLUFFWOOD DR,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,D33,49,Bayview Woods-Steeles (49),-79.376,43.8076,NULL,NULL,N,NULL,NULL,NULL
9001623743,2019,00:00.0,2035,20,KINGSTON RD,MORNINGSIDE AVE,NULL,1,Scarborough,25,43,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D43,136,West Hill (136),-79.1863,43.771,NULL,NULL,N,NULL,NULL,NULL
9001631104,2019,00:00.0,2046,20,TWYN RIVERS DR,SHEPPARD AVE E,3 m West of,2,Scarborough,25,42,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D42,131,Rouge (131),-79.1567,43.8134,NULL,NULL,N,NULL,NULL,NULL
9000941507,2019,00:00.0,1535,15,350 QUEENS QUAY W,NULL,20 m East of,3,Toronto and East York,10,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,D52,77,Waterfront Communities-The Island (77),-79.3886,43.6382,NULL,NULL,N,NULL,NULL,NULL
8001963580,2018,00:00.0,1455,14,MARLEE AVE,DELL PARK AVE,NULL,3,North York,8,13,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D13,31,Yorkdale-Glen Park (31),-79.4458,43.714,NULL,NULL,N,NULL,NULL,NULL
9000789111,2019,00:00.0,200,2,BROWNS LINE,HORNER AVE,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,D22,20,Alderwood (20),-79.5452,43.6016,NULL,NULL,N,NULL,NULL,NULL
9001020911,2019,00:00.0,1624,16,STEELES  AVE E,BESTVIEW  DR,12 m West of,1,North York,17,33,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D33,49,Bayview Woods-Steeles (49),-79.3833,43.806,NULL,NULL,N,NULL,NULL,NULL
8001860748,2018,00:00.0,2015,20,685 QUEEN ST E,NULL,Near #685,1,Toronto and East York,14,55,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,D55,70,South Riverdale (70),-79.3509,43.6585,NULL,NULL,N,NULL,NULL,NULL
8002129020,2018,00:00.0,847,8,WALPOLE AVE,GLENSIDE AVE,9 m West of,2,Toronto and East York,14,55,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D55,65,Greenwood-Coxwell (65),-79.3272,43.6744,NULL,NULL,N,NULL,NULL,NULL
8002132961,2018,00:00.0,1837,18,ST CLAIR AVE W,WINONA DR,NULL,1,Etobicoke York,NULL,13,Intersection,At Intersection,Traffic Controller,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D13,94,Wychwood (94),-79.4324,43.6802,NULL,NULL,N,NULL,NULL,NULL
8002134677,2018,00:00.0,130,1,MCCOWAN RD,LAWRENCE AVE E,50 m South of,1,Scarborough,21,43,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D43,127,Bendale (127),-79.2452,43.7549,NULL,NULL,N,NULL,NULL,NULL
8001812203,2018,00:00.0,622,6,THE QUEENSWAY,WINDERMERE AVE,NULL,1,Toronto and East York,4,11,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Fatal,Pedestrian Collisions,D11,87,High Park-Swansea (87),-79.4692,43.6372,NULL,NULL,N,NULL,NULL,NULL
