ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,collision_lat,collision_long,red_light_lat,red_light_long,right_light_camera,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,ACTIVATION_DATE
6000143502,2016,00:00.0,2141,21,EGLINTON AVE E,MASON RD,NULL,1,Scarborough,NULL,43,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D43,139,Scarborough Village (139),-79.2251,43.7417,NULL,NULL,N,NULL,NULL,NULL
5001792532,2015,00:00.0,145,1,LAKE SHORE BLVD W,THIRTY SEVENTH ST,51 m East of,1,Etobicoke York,3,22,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D22,19,Long Branch (19),-79.5375,43.5935,NULL,NULL,N,NULL,NULL,NULL
5002013764,2015,00:00.0,603,6,MCCOWAN RD,KENHATCH BLVD,NULL,1,Scarborough,23,42,Intersection,At Intersection,Traffic Signal,Snow,Dark,Wet,Fatal,Pedestrian Collisions,D42,129,Agincourt North (129),-79.2637,43.8014,NULL,NULL,N,NULL,NULL,NULL
6000493980,2016,00:00.0,1936,19,PROGRESS AVE,KENNEDY RD,NULL,1,Scarborough,21,41,Intersection,Intersection Related,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D41,126,Dorset Park (126),-79.2822,43.7693,NULL,NULL,N,NULL,NULL,NULL
6000498147,2016,00:00.0,1313,13,400 NUGGET AVE,NULL,110 m South of,3,Scarborough,23,42,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D42,128,Agincourt South-Malvern West (128),-79.2487,43.7966,NULL,NULL,N,NULL,NULL,NULL
5002054612,2015,00:00.0,1833,18,FLORENCE AVE,BOTHAM RD,NULL,2,North York,18,32,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D32,38,Lansing-Westgate (38),-79.4137,43.7573,NULL,NULL,N,NULL,NULL,NULL
5002137387,2015,00:00.0,2013,20,DUFFERIN ST,CARTWRIGHT AVE,7 m North of,1,North York,8,32,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D32,31,Yorkdale-Glen Park (31),-79.4568,43.7237,NULL,NULL,N,NULL,NULL,NULL
6000755736,2016,00:00.0,948,9,3 SPRUCE HILL RD,NULL,NULL,4,Toronto and East York,19,55,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D55,63,The Beaches (63),-79.2889,43.6727,NULL,NULL,N,NULL,NULL,NULL
6000789815,2016,00:00.0,1133,11,BROADVIEW AVE,JACK LAYTON WAY,NULL,3,Toronto and East York,14,55,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D55,68,North Riverdale (68),-79.3529,43.6661,NULL,NULL,N,NULL,NULL,NULL
6000800445,2016,00:00.0,648,6,FINCH AVE W,SIGNET DR,25 m East of,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D31,22,Humbermede (22),-79.5362,43.7532,NULL,NULL,N,NULL,NULL,NULL
6000848793,2016,00:00.0,1414,14,JANE ST,TROUTBROOKE DR,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,D31,26,Downsview-Roding-CFB (26),-79.5112,43.7318,NULL,NULL,N,NULL,NULL,NULL
6000707918,2016,00:00.0,2139,21,EGLINTON AVE E,BEACHELL ST,NULL,1,Scarborough,NULL,43,Mid-Block,Non Intersection,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D43,139,Scarborough Village (139),-79.2229,43.7422,NULL,NULL,N,NULL,NULL,NULL
6000713724,2016,00:00.0,1910,19,CARRIER DR,WOODBINE DOWNS BLVD,NULL,2,Etobicoke York,1,23,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D23,1,West Humber-Clairville (1),-79.6075,43.7385,NULL,NULL,N,NULL,NULL,NULL
6000522644,2016,00:00.0,2153,21,MONOGRAM PL,ISLINGTON AVE,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D23,6,Kingsview Village-The Westway (6),-79.5504,43.7051,NULL,NULL,N,NULL,NULL,NULL
1000339,2007,00:00.0,610,6,STEELES AVE W,NORTHWEST GT,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),-79.511,43.7777,NULL,NULL,N,NULL,NULL,NULL
998724,2007,00:00.0,2200,22,FINCH AVE W,DRIFTWOOD AVE,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D31,25,Glenfield-Jane Heights (25),-79.5133,43.758,NULL,NULL,N,NULL,NULL,NULL
979400,2007,00:00.0,2013,20,MCCOWAN RD,BRIDLEGROVE DR,NULL,3,Scarborough,20,43,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D43,123,Cliffcrest (123),-79.2366,43.7352,NULL,NULL,N,NULL,NULL,NULL
993820,2007,00:00.0,605,6,YONGE ST,GLENFOREST RD,NULL,1,North York,NULL,32,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D32,105,Lawrence Park North (105),-79.4035,43.7302,NULL,NULL,N,NULL,NULL,NULL
995439,2007,00:00.0,1129,11,227 EGLINTON AVE W,NULL,NULL,1,North York,NULL,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D53,100,Yonge-Eglinton (100),-79.4055,43.7052,NULL,NULL,N,NULL,NULL,NULL
1005351,2007,00:00.0,735,7,DON VALLEY PARKWAY  N,DON MILLS Road,NULL,NULL,Toronto and East York,14,54,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D54,58,Old East York (58),-79.337,43.7005,NULL,NULL,N,NULL,NULL,NULL
972948,2007,00:00.0,2358,23,LAKE SHORE BLVD W,YONGE ST,NULL,1,Toronto and East York,10,NULL,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D52,77,Waterfront Communities-The Island (77),-79.3757,43.644,NULL,NULL,N,NULL,NULL,NULL
998916,2007,00:00.0,142,1,BAYVIEW AVE,POTTERY RD,NULL,1,North York,NULL,53,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D53,56,Leaside-Bennington (56),-79.3635,43.6879,NULL,NULL,N,NULL,NULL,NULL
1001270,2007,00:00.0,643,6,ALBION RD,MARTIN GROVE N ALBION E RAMP,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5893,43.7411,NULL,NULL,N,NULL,NULL,NULL
1000423,2007,00:00.0,1955,19,BATHURST Stre,WOLSELEY Stre,NULL,1,Toronto and East York,10,14,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,D14,78,Kensington-Chinatown (78),-79.4044,43.6483,NULL,NULL,N,NULL,NULL,NULL
996538,2007,00:00.0,1900,19,LESLIE ST,LAWRENCE AVE E,NULL,1,North York,NULL,33,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,D33,42,Banbury-Don Mills (42),-79.3559,43.7345,-79.3559,43.7345,Y,Leslie St,Lawrence Ave E,2008-05-29
1004974,2007,00:00.0,1803,18,5810 SHEPPARD AVE E,NULL,NULL,1,Scarborough,23,42,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,132,Malvern (132),-79.2297,43.7956,NULL,NULL,N,NULL,NULL,NULL
1030828,2008,00:00.0,1350,13,LAWRENCE AVE E,HOWDEN RD,NULL,1,Scarborough,21,41,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D41,119,Wexford/Maryvale (119),-79.2879,43.7468,-79.2879,43.7468,Y,Lawrence Ave E,Howden Rd,2021-12-16
1003447,2007,00:00.0,2014,20,ST CLAIR AVE W,CHRISTIE ST,NULL,1,Toronto and East York,12,13,Intersection,NULL,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,D13,94,Wychwood (94),-79.4256,43.6817,NULL,NULL,N,NULL,NULL,NULL
1001761,2007,00:00.0,1810,18,JANE ST,FIRGROVE CRES,NULL,1,Etobicoke York,7,31,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D31,25,Glenfield-Jane Heights (25),-79.517,43.7548,NULL,NULL,N,NULL,NULL,NULL
1000312,2007,00:00.0,200,2,LAKE SHORE BLVD W,LONG BRANCH AVE,NULL,1,Etobicoke York,3,22,Intersection,NULL,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D22,19,Long Branch (19),-79.5339,43.5943,NULL,NULL,N,NULL,NULL,NULL
1250312,2011,00:00.0,203,2,PORT UNION RD,ADENMORE RD,NULL,3,Scarborough,25,43,Mid-Block,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,D43,131,Rouge (131),-79.1382,43.7833,NULL,NULL,N,NULL,NULL,NULL
980194,2007,00:00.0,1029,10,ST CLAIR AVE W,GREENLAW AVE,NULL,1,Toronto and East York,9,13,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D13,92,Corso Italia-Davenport (92),-79.4477,43.6769,NULL,NULL,N,NULL,NULL,NULL
975246,2007,00:00.0,425,4,MCROBERTS Aven,KITCHENER Aven,NULL,4,Toronto and East York,9,13,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,109,Caledonia-Fairbank (109),-79.4591,43.6893,NULL,NULL,N,NULL,NULL,NULL
1044158,2008,00:00.0,1031,10,EGLINTON AVE E,BELLAMY RD N,NULL,1,Scarborough,NULL,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,138,Eglinton East (138),-79.232,43.7402,NULL,NULL,N,NULL,NULL,NULL
1021846,2008,00:00.0,1058,10,910 MARKHAM Rd,PAINTED POST Driv,NULL,1,Scarborough,24,43,Mid-Block,NULL,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,D43,137,Woburn (137),-79.2289,43.769,NULL,NULL,N,NULL,NULL,NULL
6000074879,2016,00:00.0,1320,13,EGLINTON AVE E,CREDIT UNION DR,NULL,1,North York,16,NULL,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,D54,43,Victoria Village (43),-79.3182,43.7261,NULL,NULL,N,NULL,NULL,NULL
1015759,2007,00:00.0,1657,16,JANE BLACK CR S RAMP ST,JANE ST,NULL,1,Etobicoke York,5,12,Intersection,NULL,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D12,28,Rustic (28),-79.5059,43.711,NULL,NULL,N,NULL,NULL,NULL
980783,2007,00:00.0,1637,16,1210 MARKHAM RD,NULL,NULL,1,Scarborough,24,43,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,137,Woburn (137),-79.2323,43.7782,NULL,NULL,N,NULL,NULL,NULL
1048611,2008,00:00.0,730,7,MORNINGSIDE AVE,KINGSTON RD,NULL,1,Scarborough,NULL,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),-79.1868,43.7706,NULL,NULL,N,NULL,NULL,NULL
1003569,2007,00:00.0,1551,15,ST CLARENS AVE,WYNDHAM ST,NULL,4,Toronto and East York,9,11,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D11,84,Little Portugal (84),-79.4372,43.6473,NULL,NULL,N,NULL,NULL,NULL
1069209,2008,00:00.0,400,4,JANE ST,SHEPPARD AVE W,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,D31,25,Glenfield-Jane Heights (25),-79.5131,43.7393,NULL,NULL,N,NULL,NULL,NULL
1043273,2008,00:00.0,2010,20,LAKE SHORE BLVD W,LONG BRANCH AVE,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,D22,19,Long Branch (19),-79.5339,43.5943,NULL,NULL,N,NULL,NULL,NULL
1043009,2008,00:00.0,1235,12,BROWNS LINE Line,HORNER AVE,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D22,20,Alderwood (20),-79.5451,43.6016,NULL,NULL,N,NULL,NULL,NULL
1047294,2008,00:00.0,1540,15,130 THE QUEENSWAY,NULL,NULL,1,Etobicoke York,3,22,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D22,16,Stonegate-Queensway (16),-79.4818,43.6308,NULL,NULL,N,NULL,NULL,NULL
1068386,2008,00:00.0,1905,19,BIRCHMOUNT RD,ALLANFORD RD,NULL,1,Scarborough,22,42,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D42,118,Tam O'Shanter-Sullivan (118),-79.295,43.7742,NULL,NULL,N,NULL,NULL,NULL
1035404,2008,00:00.0,2000,20,EGLINTON Aven E,CREDIT UNION Driv,NULL,1,North York,16,NULL,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D54,43,Victoria Village (43),-79.3182,43.7261,NULL,NULL,N,NULL,NULL,NULL
1047995,2008,00:00.0,1400,14,COLLEGE St,CRAWFORD St,NULL,1,Toronto and East York,11,14,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,80,Palmerston-Little Italy (80),-79.4189,43.6551,NULL,NULL,N,NULL,NULL,NULL
1069502,2008,00:00.0,1448,14,KEELE ST,STEELES AVE W,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D31,27,York University Heights (27),-79.4944,43.7815,NULL,NULL,N,NULL,NULL,NULL
1066274,2008,00:00.0,2235,22,EGLINTON AVE E,SWIFT DR,NULL,1,North York,16,NULL,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,D54,43,Victoria Village (43),-79.3182,43.7261,NULL,NULL,N,NULL,NULL,NULL
1025521,2008,00:00.0,103,1,LAKE SHORE BLVD W,THIRTY FIFTH ST,NULL,1,Etobicoke York,3,22,Mid-Block,NULL,No Control,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,D22,19,Long Branch (19),-79.5344,43.5942,NULL,NULL,N,NULL,NULL,NULL
1026057,2008,00:00.0,940,9,DON MILLS RD,SENECA HILL DR,NULL,1,North York,17,33,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D33,47,Don Valley Village (47),-79.3541,43.7902,NULL,NULL,N,NULL,NULL,NULL
1047657,2008,00:00.0,38,0,688 SCARLETT RD,NULL,NULL,1,Etobicoke York,2,23,Intersection,NULL,No Control,Clear,Dark,Dry,Fatal,SMV Other,D23,8,Humber Heights-Westmount (8),-79.5194,43.6947,NULL,NULL,N,NULL,NULL,NULL
1064139,2008,00:00.0,2110,21,WILMINGTON AVE,EVANSTON DR,NULL,3,North York,6,32,Intersection,NULL,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,D32,34,Bathurst Manor (34),-79.4589,43.766,NULL,NULL,N,NULL,NULL,NULL
1012000,2007,00:00.0,1700,17,CULFORD RD,VANWYCK RD,NULL,2,Etobicoke York,5,12,Mid-Block,NULL,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,D12,30,Brookhaven-Amesbury (30),-79.4874,43.7059,NULL,NULL,N,NULL,NULL,NULL
1064595,2008,00:00.0,1445,14,KIPLING Aven,BROOKMERE Road,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D23,4,Rexdale-Kipling (4),-79.5746,43.7281,NULL,NULL,N,NULL,NULL,NULL
1054496,2008,00:00.0,1553,15,MORTIMER AVE,LOGAN AVE,NULL,3,Toronto and East York,14,54,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D54,57,Broadview North (57),-79.3518,43.6848,NULL,NULL,N,NULL,NULL,NULL
1054754,2008,00:00.0,1610,16,THE QUEENSWAY,STEPHEN Driv,NULL,1,Etobicoke York,3,22,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D22,16,Stonegate-Queensway (16),-79.4842,43.6303,NULL,NULL,N,NULL,NULL,NULL
1051130,2008,00:00.0,2245,22,LOWER JARVIS ST,THE ESPLANADE,NULL,1,Toronto and East York,NULL,51,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,D51,77,Waterfront Communities-The Island (77),-79.3708,43.6482,NULL,NULL,N,NULL,NULL,NULL
1051391,2008,00:00.0,2110,21,KINGSTON RD,ORCHARD PARK DR,NULL,1,Scarborough,25,43,Intersection,NULL,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D43,136,West Hill (136),-79.1792,43.7746,NULL,NULL,N,NULL,NULL,NULL
1062586,2008,00:00.0,1025,10,ISLINGTON AVE,DIXON RD,NULL,1,Etobicoke York,NULL,23,Intersection,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D23,6,Kingsview Village-The Westway (6),-79.5466,43.697,NULL,NULL,N,NULL,NULL,NULL
1064784,2008,00:00.0,1517,15,EASTERN AVE,CARLAW AVE,NULL,1,Toronto and East York,14,55,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D55,70,South Riverdale (70),-79.3389,43.6583,NULL,NULL,N,NULL,NULL,NULL
1049419,2008,00:00.0,1040,10,DUNDAS ST W,LANSDOWNE AVE,NULL,3,Toronto and East York,9,11,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D11,83,Dufferin Grove (83),-79.4392,43.6501,NULL,NULL,N,NULL,NULL,NULL
6000171366,2016,00:00.0,1225,12,3434 LAWRENCE AVE E,NULL,NULL,1,Scarborough,24,43,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D43,137,Woburn (137),-79.2304,43.7586,NULL,NULL,N,NULL,NULL,NULL
1056886,2008,00:00.0,1450,14,AVENUE RD,HEATH ST W,NULL,1,Toronto and East York,12,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D53,97,Yonge-St.Clair (97),-79.4028,43.69,NULL,NULL,N,NULL,NULL,NULL
6000353935,2016,00:00.0,2240,22,LAWRENCE AVE E,CARNFORTH RD,NULL,1,North York,16,33,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,D33,43,Victoria Village (43),-79.3142,43.7414,NULL,NULL,N,NULL,NULL,NULL
1055774,2008,00:00.0,2307,23,LAKE SHORE W BLVD E,YONGE ST,NULL,1,Toronto and East York,10,NULL,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,77,Waterfront Communities-The Island (77),-79.3757,43.644,NULL,NULL,N,NULL,NULL,NULL
6001643828,2016,00:00.0,1927,19,OSSINGTON AVE,ACORES AVE,40 m South of,3,Toronto and East York,NULL,NULL,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,D13,94,Wychwood (94),-79.4294,43.671,NULL,NULL,N,NULL,NULL,NULL
6000365779,2016,00:00.0,1930,19,COSBURN AVE,PAPE AVE,3 m East of,3,Toronto and East York,14,54,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D54,59,Danforth East York (59),-79.3483,43.6894,NULL,NULL,N,NULL,NULL,NULL
6000408814,2016,00:00.0,2106,21,EGLINTON AVE W,BATHURST ST,NULL,1,North York,NULL,NULL,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D13,102,Forest Hill North (102),-79.4255,43.7009,NULL,NULL,N,NULL,NULL,NULL
6001707155,2016,00:00.0,1629,16,KEELE ST,STEELES AVE W,NULL,1,Etobicoke York,NULL,31,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,D31,27,York University Heights (27),-79.4944,43.7815,NULL,NULL,N,NULL,NULL,NULL
6001735682,2016,00:00.0,52,0,DUNDAS ST W,STERLING RD,NULL,3,Toronto and East York,9,11,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,D11,83,Dufferin Grove (83),-79.4429,43.6506,NULL,NULL,N,NULL,NULL,NULL
6001741045,2016,00:00.0,1928,19,EGLINTON AVE W,CHILTERN HILL RD,NULL,1,North York,NULL,13,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,D13,106,Humewood-Cedarvale (106),-79.427,43.7006,NULL,NULL,N,NULL,NULL,NULL
6001743580,2016,00:00.0,510,5,THE QUEENSWAY,KIPLING AVE,500 m West of,1,Etobicoke York,3,22,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D22,14,Islington-City Centre West (14),-79.5321,43.6196,NULL,NULL,N,NULL,NULL,NULL
6001668263,2016,00:00.0,1534,15,DON MILLS RD W,GOODVIEW RD,72 m North of,1,North York,17,33,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,D33,47,Don Valley Village (47),-79.3532,43.7844,NULL,NULL,N,NULL,NULL,NULL
6001676072,2016,00:00.0,1754,17,BLOOR ST W,LIPPINCOTT ST,NULL,1,Toronto and East York,11,14,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,D14,79,University (79),-79.4099,43.6653,NULL,NULL,N,NULL,NULL,NULL
6001927266,2016,00:00.0,227,2,PHARMACY AVE,EGLINTON AVE E,NULL,1,Scarborough,NULL,41,Intersection,Intersection Related,No Control,Clear,Dark,Dry,Fatal,SMV Other,D41,119,Wexford/Maryvale (119),-79.2975,43.7256,NULL,NULL,N,NULL,NULL,NULL
6001958685,2016,00:00.0,226,2,F G GARDINER XY  E,CHERRY ST,NULL,NULL,Toronto and East York,10,51,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,D51,77,Waterfront Communities-The Island (77),-79.3549,43.6489,NULL,NULL,N,NULL,NULL,NULL
1025433,2008,00:00.0,1047,10,AVENUE RD,OXTON AVE,NULL,1,Toronto and East York,12,53,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,D53,97,Yonge-St.Clair (97),-79.4055,43.6974,NULL,NULL,N,NULL,NULL,NULL
6001858926,2016,00:00.0,950,9,DON VALLEY PARKWAY  N,LAWRENCE AVE E,100 m North of,8,North York,16,33,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,D33,42,Banbury-Don Mills (42),-79.332,43.7403,NULL,NULL,N,NULL,NULL,NULL
1065135,2008,00:00.0,1315,13,BAYVIEW BLOOR S RAMP N,BLOOR RAMP,NULL,NULL,Toronto and East York,11,53,Mid-Block,NULL,No Control,Clear,Daylight,Dry,Fatal,Approaching,D53,98,Rosedale-Moore Park (98),-79.3688,43.6782,NULL,NULL,N,NULL,NULL,NULL
6001770159,2016,00:00.0,957,9,ST GEORGE ST,RUSSELL ST,51 m North of,3,Toronto and East York,11,52,Mid-Block,Intersection Related,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D52,79,University (79),-79.3971,43.6609,NULL,NULL,N,NULL,NULL,NULL
6000261829,2016,00:00.0,1018,10,FINCH AVE W,TOBERMORY DR,450 m East of,1,Etobicoke York,7,31,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,D31,27,York University Heights (27),-79.5036,43.7602,NULL,NULL,N,NULL,NULL,NULL
6000310754,2016,00:00.0,1730,17,1330 MARTIN GROVE RD,NULL,11 m West of,1,Etobicoke York,1,23,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D23,1,West Humber-Clairville (1),-79.5796,43.7106,NULL,NULL,N,NULL,NULL,NULL
6001676561,2016,00:00.0,2130,21,SHEPPARD AVE E,BONESET RD,55 m East of,1,North York,17,33,Mid-Block,Non Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,D33,46,Pleasant View (46),-79.3332,43.7752,NULL,NULL,N,NULL,NULL,NULL
7000641093,2017,00:00.0,1919,19,GERRARD ST E,SACKVILLE ST,37 m East of,3,Toronto and East York,13,51,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,D51,72,Regent Park (72),-79.3635,43.6626,NULL,NULL,N,NULL,NULL,NULL
6001872148,2016,00:00.0,1040,10,ST CLAIR AVENUE EAST,WARDEN AVENUE,120 m West of,1,Scarborough,20,41,Mid-Block,Non Intersection,No Control,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,SMV Other,D41,121,Oakridge (121),-79.2823,43.7116,NULL,NULL,N,NULL,NULL,NULL
6001908620,2016,00:00.0,707,7,DUNDAS ST W,BLOOR ST W,76 m South of,3,Toronto and East York,4,11,Mid-Block,Non Intersection,No Control,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,D11,86,Roncesvalles (86),-79.4522,43.6554,NULL,NULL,N,NULL,NULL,NULL
7000714905,2017,00:00.0,2044,20,YONGE ST,ERSKINE AVE,NULL,1,North York,NULL,53,Intersection,At Intersection,Traffic Controller,Clear,Dusk,Dry,Non-Fatal Injury,Turning Movement,D53,104,Mount Pleasant West (104),-79.3992,43.711,NULL,NULL,N,NULL,NULL,NULL
7000769510,2017,00:00.0,645,6,WESTHUMBER BLVD,KIPLING AVE,NULL,1,Etobicoke York,1,23,Intersection,At Intersection,Traffic Signal,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,D23,4,Rexdale-Kipling (4),-79.5746,43.728,NULL,NULL,N,NULL,NULL,NULL
